event-id,visible,timestamp,location-long,location-lat,algorithm-marked-outlier,height-raw,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
369425866,true,2010-04-25 05:00:00.000,-18.4205,63.6965,,"100","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425867,true,2010-04-25 06:00:00.000,-18.42233,63.70167,,"109","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425868,true,2010-04-25 07:00:00.000,-18.42283,63.70183,,"118","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425869,true,2010-04-25 08:00:00.000,-18.42367,63.701,,"111","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425870,true,2010-04-25 09:00:00.000,-18.42667,63.70083,,"111","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425871,true,2010-04-25 10:00:00.000,-18.42817,63.7005,,"113","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425872,true,2010-04-25 11:00:00.000,-18.43333,63.69867,,"112","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425873,true,2010-04-25 19:00:00.000,-18.42083,63.6985,,"112","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425874,true,2010-04-25 20:00:00.000,-18.422,63.699,,"103","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425875,true,2010-04-25 21:00:00.000,-18.4205,63.69517,,"93","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425876,true,2010-04-25 22:00:00.000,-18.4175,63.693,,"90","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425877,true,2010-04-25 23:00:00.000,-18.41783,63.693,,"89","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425878,true,2010-04-26 00:00:00.000,-18.41767,63.69283,,"75","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425879,true,2010-04-26 02:00:00.000,-18.41767,63.693,,"72","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425880,true,2010-04-26 04:00:00.000,-18.41767,63.693,,"90","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425881,true,2010-04-26 05:00:00.000,-18.42283,63.698,,"92","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425882,true,2010-04-26 06:00:00.000,-18.432,63.698,,"102","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425883,true,2010-04-26 07:00:00.000,-18.43267,63.6995,,"101","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425884,true,2010-04-26 08:00:00.000,-18.4305,63.69917,,"102","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425885,true,2010-04-26 09:00:00.000,-18.42883,63.70033,,"116","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425886,true,2010-04-26 10:00:00.000,-18.42733,63.70033,,"122","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425887,true,2010-04-26 11:00:00.000,-18.41983,63.69567,,"94","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425888,true,2010-04-26 19:00:00.000,-18.4515,63.6945,,"95","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425889,true,2010-04-26 20:00:00.000,-18.451,63.6965,,"97","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425890,true,2010-04-26 21:00:00.000,-18.4535,63.69733,,"120","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425891,true,2010-04-26 22:00:00.000,-18.43967,63.69333,,"130","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425892,true,2010-04-27 00:00:00.000,-18.41767,63.6925,,"2D fix","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425893,true,2010-04-27 03:00:00.000,-18.41767,63.693,,"98","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425894,true,2010-04-27 04:00:00.000,-18.41767,63.693,,"2D fix","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425895,true,2010-04-27 05:00:00.000,-18.4275,63.70067,,"99","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425896,true,2010-04-27 06:00:00.000,-18.42583,63.701,,"124","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425897,true,2010-04-27 07:00:00.000,-18.42267,63.7005,,"123","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425898,true,2010-04-27 08:00:00.000,-18.42183,63.70167,,"119","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425899,true,2010-04-27 09:00:00.000,-18.42183,63.70133,,"117","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425900,true,2010-04-27 10:00:00.000,-18.4255,63.69733,,"115","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425901,true,2010-04-27 11:00:00.000,-18.4555,63.69367,,"126","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425902,true,2010-04-27 19:00:00.000,-18.44767,63.69467,,"97","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425903,true,2010-04-27 20:00:00.000,-18.447,63.69517,,"98","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425904,true,2010-04-27 21:00:00.000,-18.44617,63.69567,,"104","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425905,true,2010-04-27 22:00:00.000,-18.41767,63.69283,,"100","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425906,true,2010-04-27 23:00:00.000,-18.41767,63.693,,"97","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425907,true,2010-04-28 00:00:00.000,-18.41767,63.693,,"78","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425908,true,2010-04-28 02:00:00.000,-18.41733,63.69283,,"82","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425909,true,2010-04-28 03:00:00.000,-18.41733,63.69283,,"85","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425910,true,2010-04-28 04:00:00.000,-18.41733,63.69283,,"84","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425911,true,2010-04-28 05:00:00.000,-18.434,63.699,,"87","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425912,true,2010-04-28 06:00:00.000,-18.428,63.70467,,"132","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425913,true,2010-04-28 07:00:00.000,-18.42783,63.7045,,"132","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425914,true,2010-04-28 08:00:00.000,-18.426,63.70483,,"133","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425915,true,2010-04-28 09:00:00.000,-18.46483,63.69883,,"104","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425916,true,2010-04-28 10:00:00.000,-18.46483,63.6985,,"103","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425917,true,2010-04-28 11:00:00.000,-18.46283,63.6965,,"101","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425918,true,2010-04-28 19:00:00.000,-18.46417,63.69667,,"96","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425919,true,2010-04-28 20:00:00.000,-18.46367,63.69733,,"96","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425920,true,2010-04-28 21:00:00.000,-18.46417,63.698,,"101","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425921,true,2010-04-28 22:00:00.000,-18.41767,63.693,,"88","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425922,true,2010-04-28 23:00:00.000,-18.41767,63.693,,"88","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425923,true,2010-04-29 00:00:00.000,-18.41767,63.693,,"2D fix","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425924,true,2010-04-29 01:00:00.000,-18.41767,63.693,,"86","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425925,true,2010-04-29 02:00:00.000,-18.418,63.69283,,"87","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425926,true,2010-04-29 03:00:00.000,-18.41783,63.693,,"85","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425927,true,2010-04-29 04:00:00.000,-18.4175,63.69267,,"83","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425928,true,2010-04-29 05:00:00.000,-18.44867,63.695,,"85","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425929,true,2010-04-29 06:00:00.000,-18.4505,63.69417,,"96","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425930,true,2010-04-29 07:00:00.000,-18.46367,63.69633,,"102","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425931,true,2010-04-29 08:00:00.000,-18.4635,63.696,,"89","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425932,true,2010-04-29 09:00:00.000,-18.4645,63.697,,"117","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425933,true,2010-04-29 10:00:00.000,-18.46367,63.697,,"97","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425934,true,2010-04-29 11:00:00.000,-18.45533,63.6975,,"97","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425935,true,2010-04-29 19:00:00.000,-18.46367,63.69617,,"103","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425936,true,2010-04-29 20:00:00.000,-18.464,63.6965,,"102","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425937,true,2010-04-29 21:00:00.000,-18.46267,63.69617,,"94","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425938,true,2010-04-29 22:00:00.000,-18.42017,63.69167,,"64","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425939,true,2010-04-29 23:00:00.000,-18.42017,63.69183,,"81","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425940,true,2010-04-30 00:00:00.000,-18.41983,63.69167,,"2D fix","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425941,true,2010-04-30 01:00:00.000,-18.41983,63.6915,,"79","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425942,true,2010-04-30 02:00:00.000,-18.42,63.69167,,"83","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425943,true,2010-04-30 03:00:00.000,-18.42,63.6915,,"76","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425944,true,2010-04-30 04:00:00.000,-18.42,63.69167,,"75","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425945,true,2010-04-30 05:00:00.000,-18.46733,63.697,,"77","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425946,true,2010-04-30 06:00:00.000,-18.46517,63.6975,,"119","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425947,true,2010-04-30 07:00:00.000,-18.4645,63.69833,,"117","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425948,true,2010-04-30 08:00:00.000,-18.46567,63.6995,,"100","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425949,true,2010-04-30 09:00:00.000,-18.46317,63.69733,,"93","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425950,true,2010-04-30 10:00:00.000,-18.4635,63.696,,"76","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425951,true,2010-04-30 11:00:00.000,-18.46367,63.696,,"86","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425952,true,2010-04-30 19:00:00.000,-18.46617,63.69733,,"88","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425953,true,2010-04-30 20:00:00.000,-18.46833,63.6975,,"117","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425954,true,2010-04-30 21:00:00.000,-18.46633,63.69767,,"110","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425955,true,2010-04-30 22:00:00.000,-18.46767,63.69717,,"121","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425956,true,2010-04-30 23:00:00.000,-18.479,63.678,,"103","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425957,true,2010-05-01 00:00:00.000,-18.5575,63.88,,"161","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425958,true,2010-05-01 01:00:00.000,-18.5545,63.8805,,"178","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425959,true,2010-05-01 02:00:00.000,-18.558,63.88,,"2D fix","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425960,true,2010-05-01 03:00:00.000,-18.55767,63.88017,,"195","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425961,true,2010-05-01 04:00:00.000,-18.641,63.94033,,"255","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425962,true,2010-05-01 05:00:00.000,-18.666,64.40533,,"699","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425963,true,2010-05-01 06:00:00.000,-18.44183,64.92033,,"1071","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425964,true,2010-05-01 07:00:00.000,-18.97367,65.3295,,"493","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425965,true,2010-05-01 08:00:00.000,-19.3735,65.48083,,"314","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425966,true,2010-05-01 09:00:00.000,-19.38183,65.49183,,"285","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425967,true,2010-05-01 10:00:00.000,-19.41633,65.51283,,"237","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425968,true,2010-05-01 11:00:00.000,-19.4165,65.51333,,"69","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425969,true,2010-05-01 19:00:00.000,-19.4245,65.56317,,"13","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425970,true,2010-05-01 20:00:00.000,-19.4245,65.56283,,"11","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425971,true,2010-05-01 21:00:00.000,-19.42633,65.56283,,"11","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425972,true,2010-05-01 22:00:00.000,-19.42167,65.56617,,"11","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425973,true,2010-05-01 23:00:00.000,-19.41583,65.53283,,"13","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425974,true,2010-05-02 00:00:00.000,-19.416,65.533,,"12","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425975,true,2010-05-02 02:00:00.000,-19.41683,65.53367,,"2D fix","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425976,true,2010-05-02 03:00:00.000,-19.41667,65.53383,,"2D fix","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425977,true,2010-05-02 04:00:00.000,-19.46283,65.53767,,"81","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425978,true,2010-05-02 05:00:00.000,-19.464,65.53767,,"76","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425979,true,2010-05-02 06:00:00.000,-19.462,65.53783,,"78","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425980,true,2010-05-02 07:00:00.000,-19.46333,65.5375,,"77","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425981,true,2010-05-02 08:00:00.000,-19.46267,65.53783,,"73","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425982,true,2010-05-02 09:00:00.000,-19.4615,65.53783,,"83","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425983,true,2010-05-02 10:00:00.000,-19.446,65.54067,,"62","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425984,true,2010-05-02 11:00:00.000,-19.42383,65.5425,,"9","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425985,true,2010-05-02 19:00:00.000,-19.44333,65.53883,,"62","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425986,true,2010-05-02 20:00:00.000,-19.4465,65.53967,,"63","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425987,true,2010-05-02 21:00:00.000,-19.4465,65.5395,,"67","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425988,true,2010-05-02 22:00:00.000,-19.44717,65.54,,"63","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425989,true,2010-05-02 23:00:00.000,-19.42433,65.54267,,"56","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425990,true,2010-05-03 01:00:00.000,-19.42433,65.54233,,"4","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425991,true,2010-05-03 02:00:00.000,-19.422,65.5425,,"2D fix","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425992,true,2010-05-03 03:00:00.000,-19.423,65.5425,,"10","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425993,true,2010-05-03 04:00:00.000,-19.46417,65.53867,,"17","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425994,true,2010-05-03 05:00:00.000,-19.46317,65.53783,,"81","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425995,true,2010-05-03 06:00:00.000,-19.46467,65.5375,,"78","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425996,true,2010-05-03 07:00:00.000,-19.46483,65.53717,,"88","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425997,true,2010-05-03 08:00:00.000,-19.46333,65.53717,,"83","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425998,true,2010-05-03 09:00:00.000,-19.46433,65.53683,,"78","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
369425999,true,2010-05-03 10:00:00.000,-19.46467,65.53683,,"78","gps","Branta leucopsis","70563","70563","Migration timing in barnacle geese (Greenland) (data from Kölzsch et al. and Shariatinajafabadi et al. 2014)"
